Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
nan,nan,nan,alfred state college--suny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-north,NY,Alfred,14802.0,north,True,public,https://www.usnews.com/dims4/USNEWS/2452a2c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc8%2F9a%2F16c6658b4db396b0567d1fa54319%2Fcustom-hero-image-revised-1920x760.png,10.0,16.0,41.0,82.0,13452.0,3.0,nan,nan,3525.0,nan,970.0,24276.0,970-1170,16-23,"Alfred State College--SUNY is a public institution that was founded in 1908. It has a total undergraduate enrollment of 3,525 (fall 2023), its setting is rural, and the campus size is 1,062 acres. It utilizes a semester-based academic calendar. Alfred State College--SUNY's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #10. Its in-state tuition and fees are $8,862; out-of-state tuition and fees are $13,452."
nan,nan,nan,alfred university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NY,Alfred,14802.0,north,True,private,https://www.usnews.com/dims4/USNEWS/9676d8b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fee%2F4e321461cacf89a9bdfb597f6d9ec1%2Fcollege-photo_25069.jpg,66.0,24.0,75.0,48.0,41500.0,3.4,< 2.0,nan,1463.0,2.0,1100.0,27286.0,1100-1280,24-32,"Alfred University is a private institution that was founded in 1836. It has a total undergraduate enrollment of 1,463 (fall 2023), its setting is rural, and the campus size is 600 acres. It utilizes a semester-based academic calendar. Alfred University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #66. Its tuition and fees are $41,500."
nan,nan,nan,alice lloyd college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,KY,Pippa Passes,41844.0,south,True,private,https://www.usnews.com/dims4/USNEWS/f5bb8f6/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fec%2F08%2F082546f44ba0aeaadad7c991123d%2F190828alice-lloyd-college0.jpg,47.0,16.0,84.0,42.0,13960.0,3.3,nan,nan,553.0,nan,nan,17738.0,nan,16-21,"Alice Lloyd College is a private institution that was founded in 1923. It has a total undergraduate enrollment of 553 (fall 2023), its setting is rural, and the campus size is 175 acres. It utilizes a semester-based academic calendar. Alice Lloyd College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #47. Its tuition and fees are $13,960."
1006.0,1001-1200,1001-1200,"aligarh muslim university (amu), aligarh",India,Asia,L,CO,VH,Public,15.4,701+,5.3,701+,18.4,801+,24.7,645,nan,nan,1.8,801+,6.2,801+,64.8,622,3.2,801+,45.8,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,allegheny college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,PA,Meadville,16335.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/2304a07/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F34%2F654b2f04dd18537d6299dccdd61b78%2FBentleybeautiful.jpg,80.0,25.0,72.0,59.0,56550.0,3.4,nan,nan,1233.0,nan,1138.0,33521.0,1138-1335,25-31,"Allegheny College is a private institution that was founded in 1815. It has a total undergraduate enrollment of 1,233 (fall 2023), and the campus size is 566 acres. It utilizes a semester-based academic calendar. Allegheny College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #80. Its tuition and fees are $56,550."
nan,nan,nan,allen college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,health,IA,Waterloo,50703.0,nan,True,private,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,278.0,nan,nan,nan,nan,nan,Allen College is a private institution that was founded in 1989.    
nan,nan,nan,allen university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,SC,Columbia,29204.0,nan,True,private,nan,-1.0,nan,nan,43.0,nan,nan,nan,nan,603.0,nan,nan,nan,nan,nan,"Allen University is a private institution that was founded in 1870.   Allen University's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #187-204. "
nan,nan,nan,alliant international university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,CA,San Diego,92131.0,nan,True,proprietary,nan,-2.0,nan,nan,0.0,nan,nan,nan,nan,274.0,nan,nan,nan,nan,nan,"Alliant International University is a proprietary institution that was founded in 1969. It has a total undergraduate enrollment of 274 (fall 2022), and the campus size is 60 acres.   "
nan,nan,nan,alma college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-midwest,MI,Alma,48801.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/a940e0d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F13%2F32%2F2a11bc814c3491694f600c7ad051%2Falma-college-1.jpg,8.0,22.0,nan,66.0,47430.0,3.6,nan,nan,1235.0,nan,950.0,nan,950-1180,22-29,"Alma College is a private institution that was founded in 1886. It has a total undergraduate enrollment of 1,235 (fall 2023), and the campus size is 125 acres. It utilizes a 4-1-4-based academic calendar. Alma College's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #8. Its tuition and fees are $47,430."
138.0,138,133,alma mater studiorum - university of bologna,Italy,Europe,XL,FC,VH,Public,90.6,66,67.5,156,6.0,801+,51.9,363,29.9,585,26.5,639,32.5,583,95.6,67,67.4,229,83.2,133,63.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1007.0,1001-1200,951-1000,almaty technological university,Kazakhstan,Asia,M,CO,MD,Public,5.9,701+,8.9,701+,93.9,86,1.1,801+,27.8,613,14.4,801+,17.4,801+,4.4,801+,4.2,801+,26.6,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,alpena community college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-midwest,MI,Alpena,49707.0,midwest,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,1536.0,nan,nan,nan,nan,nan,Alpena Community College is a public institution.    
854.0,851-900,741-750,altai state university,Russian Federation,Europe,M,CO,VH,Public,12.9,701+,7.0,701+,90.7,101,1.9,801+,8.6,801+,71.3,266,68.1,283,18.3,801+,2.0,801+,46.2,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,alvernia university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,PA,Reading,19607.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/8b545fc/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F09%2F427e6e57a23030d84831d4931bef58%2Fcollege-photo_31976.jpg,329.0,nan,nan,62.0,45000.0,3.5,nan,nan,2050.0,nan,1066.0,nan,1066-1253,nan,"Alvernia University is a private institution that was founded in 1958. It has a total undergraduate enrollment of 2,050 (fall 2023), and the campus size is 121 acres. It utilizes a semester-based academic calendar. Alvernia University's ranking in the 2025 edition of Best Colleges is National Universities, #329. Its tuition and fees are $45,000."
nan,nan,nan,alverno college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,WI,Milwaukee,53234.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/823bf71/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F03%2F0107a339fc4e26a1e1bf1d2fd7729a%2Fcollege-photo_29108.jpg,67.0,16.0,nan,93.0,nan,3.2,nan,nan,887.0,nan,nan,nan,nan,16-23,"Alverno College is a private institution that was founded in 1887. It has a total undergraduate enrollment of 887 (fall 2023), its setting is urban, and the campus size is 47 acres. It utilizes a semester-based academic calendar. Alverno College's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #67. "
nan,nan,nan,american academy of art,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,specialty-arts,IL,Chicago,60604.0,nan,True,private,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,111.0,nan,nan,nan,nan,nan,American Academy of Art is a private institution.    
nan,nan,nan,american international college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,MA,Springfield,1109.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/40124b9/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F3d%2F7a6f33df16530d10082201a8809b12%2Fcollege-photo_2143.jpg,-1.0,nan,nan,89.0,nan,nan,nan,nan,1167.0,nan,nan,nan,nan,nan,"American International College is a private institution that was founded in 1885. It has a total undergraduate enrollment of 1,167 (fall 2022), and the campus size is 58 acres.  American International College's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. "
1408.0,1401+,nan,american international university-bangladesh (aiub),Bangladesh,Asia,M,FO,VH,Private not for Profit,8.3,701+,8.5,701+,9.0,801+,4.4,801+,5.4,801+,17.7,770,18.5,788,7.9,801+,4.6,801+,30.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,american musical and dramatic academy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,specialty-arts,NY,nan,nan,nan,True,private,nan,-2.0,nan,nan,26.0,nan,nan,nan,nan,1471.0,nan,nan,nan,nan,nan,American Musical and Dramatic Academy is a private institution.    
nan,nan,nan,american samoa community college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,AS,Pago Pago,96799.0,west,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,1051.0,nan,nan,nan,nan,nan,"American Samoa Community College is a public institution that was founded in 1970. It has a total undergraduate enrollment of 1,051 (fall 2022), and the campus size is 40 acres.   "
587.0,587,711-720,american university,United States of America,Americas,M,CO,VH,Private not for Profit,19.8,624,50.2,253,45.1,433,7.6,801+,16.7,770,27.0,630,33.1,574,34.6,801+,51.6,328,74.6,247=,28.6,national-universities,DC,Washington,20016.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/a11b9e6/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff2%2Fce%2F5eb453d14d1aa2fb0d323c45904c%2Fusnews-au-heroimage.png,91.0,29.0,45.0,47.0,58772.0,nan,nan,nan,7817.0,3.1,1290.0,46102.0,1290-1450,29-32,"American University is a private institution that was founded in 1893. It has a total undergraduate enrollment of 7,817 (fall 2023), and the campus size is 90 acres. It utilizes a semester-based academic calendar. American University's ranking in the 2025 edition of Best Colleges is National Universities, #91. Its tuition and fees are $58,772."
678.0,678,621-630,american university in dubai,United Arab Emirates,Asia,S,FO,HI,Private for Profit,14.4,701+,38.3,364,26.2,714,3.8,801+,100.0,2,100.0,11,100.0,6,4.3,801+,45.6,383,25.4,801+,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
237.0,237,250,american university of beirut (aub),Lebanon,Asia,M,FC,VH,Private not for Profit,41.5,288,58.1,200,52.3,358,37.8,494,71.4,330,45.2,449,50.2,413,68.7,554,98.7,33,77.7,204,51.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
905.0,901-950,nan,american university of central asia,Kyrgyzstan,Asia,S,FO,MD,Private not for Profit,12.7,701+,14.5,701+,60.9,296,2.4,801+,58.0,398,96.4,105,81.5,193,4.3,801+,6.6,801+,7.5,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,american university of health sciences,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,health,CA,Signal Hill,nan,nan,True,proprietary,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,347.0,nan,nan,nan,nan,nan,American University of Health Sciences is a for-profit institution.    
591.0,591,485,american university of ras al khaimah ( aurak ),United Arab Emirates,Asia,S,SP,MD,Public,8.4,701+,9.5,701+,37.6,536,48.6,383,100.0,9,100.0,15,97.4,88,15.3,801+,4.4,801+,25.3,801+,28.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272.0,272,332,american university of sharjah (aus),United Arab Emirates,Asia,M,CO,VH,Private not for Profit,31.7,388,65.1,163,24.6,742,43.8,428,100.0,3,100.0,9,100.0,4,50.6,801+,60.6,268,54.4,613=,48.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
564.0,563,611-620,american university of the middle east,Kuwait,Asia,M,SP,HI,Private for Profit,25.9,487,34.7,416,28.9,652,8.9,801+,100.0,7,36.9,528,38.6,512,67.2,586,6.1,801+,47.2,783=,29.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,amherst college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,MA,Amherst,1002.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/6478637/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F5c%2F6b3bbcf416787a8cea3c60410f577d%2Fcollege-photo_16085.jpg,2.0,31.0,57.0,10.0,70480.0,nan,nan,nan,1910.0,nan,1360.0,19589.0,1360-1550,31-35,"Amherst College is a private institution that was founded in 1821. It has a total undergraduate enrollment of 1,910 (fall 2023), and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. Amherst College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #2. Its tuition and fees are $70,480."
456.0,456,403,amirkabir university of technology,Iran (Islamic Republic of),Asia,M,SP,VH,Public,8.5,701+,26.7,513,7.4,801+,100.0,9,41.7,485,5.7,801+,4.5,801+,67.2,583,5.4,801+,35.5,801+,34.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
954.0,951-1000,1001-1200,amity university,India,Asia,L,CO,VH,Private not for Profit,10.5,701+,18.3,700,18.2,801+,14.9,801+,12.1,801+,34.9,540,36.3,531,67.5,578,4.9,801+,54.7,608=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1205.0,1201-1400,nan,amman arab university,Jordan,Asia,S,FO,VH,Private not for Profit,8.4,701+,6.0,701+,13.0,801+,16.0,783,10.6,801+,58.6,349,53.4,384,12.2,801+,5.4,801+,8.9,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1008.0,1001-1200,1001-1200,amrita vishwa vidyapeetham,India,Asia,L,FC,VH,Private not for Profit,6.9,701+,6.6,701+,39.2,518,10.7,801+,36.7,524,2.5,801+,2.1,801+,67.4,579,1.2,801+,26.8,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1009.0,1001-1200,1001-1200,an-najah national university,Palestine,Asia,L,FC,MD,Public,13.5,701+,14.5,701+,11.5,801+,4.3,801+,49.8,441,47.4,426,43.8,475,39.0,801+,11.3,801+,47.1,785=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,ana g. mendez university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,special-focus,PR,nan,nan,nan,True,private,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,4662.0,nan,nan,nan,nan,nan,Ana G. Mendez University is a private institution.    
1409.0,1401+,1201-1400,anadolu university,Türkiye,Asia,L,SP,VH,Public,6.2,701+,8.4,701+,17.5,801+,5.1,801+,2.2,801+,5.3,801+,4.2,801+,24.9,801+,22.3,691,22.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,anderson university (in),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,IN,Anderson,46012.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/6b81e9b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F84%2F97373b03ed86808f08cb7fc9813a5e%2Fcollege-photo_3110.jpg,67.0,16.0,79.0,53.0,37200.0,3.3,2.2,nan,1095.0,nan,940.0,26202.0,940-1170,16-23,"Anderson University (IN) is a private institution that was founded in 1917. It has a total undergraduate enrollment of 1,095 (fall 2023), its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Anderson University (IN)'s ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #67. Its tuition and fees are $37,200."
nan,nan,nan,anderson university (sc),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,SC,Anderson,29621.0,south,True,private,https://www.usnews.com/dims4/USNEWS/22bf1e6/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbc%2Fac%2F3311d4c74381ae163ce26b03f991%2F210409-submitted.jpg,34.0,22.0,78.0,53.0,34920.0,3.7,nan,nan,3414.0,nan,1100.0,37050.0,1100-1290,22-28,"Anderson University (SC) is a private institution that was founded in 1911. It has a total undergraduate enrollment of 3,414 (fall 2023), its setting is city, and the campus size is 389 acres. It utilizes a semester-based academic calendar. Anderson University (SC)'s ranking in the 2025 edition of Best Colleges is Regional Universities South, #34. Its tuition and fees are $34,920."
nan,nan,nan,andrew college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,GA,Cuthbert,39840.0,south,True,private,nan,-2.0,nan,nan,50.0,19126.0,nan,nan,nan,247.0,nan,nan,nan,nan,nan,"Andrew College is a private institution that was founded in 1854.    Its tuition and fees are $19,126."
nan,nan,nan,andrews university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,MI,Berrien Springs,49104.0,nan,True,private,nan,273.0,20.0,nan,78.0,35056.0,3.6,< 2.0,nan,1483.0,nan,1060.0,nan,1060-1270,20-27,"Andrews University is a private institution that was founded in 1874. It has a total undergraduate enrollment of 1,483 (fall 2023), its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Andrews University's ranking in the 2025 edition of Best Colleges is National Universities, #273. Its tuition and fees are $35,056."
nan,nan,nan,angelo state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,TX,San Angelo,76909.0,west,True,public,https://www.usnews.com/dims4/USNEWS/ca42e7c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1c%2F67778d1c9e3538aea18a1b0c5dab62%2FDSC_3841.jpg,64.0,17.0,nan,76.0,22043.0,3.6,2.3,nan,9623.0,< 2.0,920.0,nan,920-1140,17-24,"Angelo State University is a public institution that was founded in 1928. It has a total undergraduate enrollment of 9,623 (fall 2023), and the campus size is 268 acres.  Angelo State University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #64. Its in-state tuition and fees are $9,443; out-of-state tuition and fees are $22,043."
697.0,697,801-850,ankara üniversitesi,Türkiye,Asia,XL,FC,HI,Public,30.6,400,30.4,468,12.8,801+,4.6,801+,2.8,801+,9.7,801+,15.4,801+,74.0,466,61.2,262,61.0,480=,25.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,anna maria college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,MA,Paxton,1612.0,north,True,private,https://www.usnews.com/dims4/USNEWS/6f32817/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F44%2F3cb5ce0689f8eb0e34e2770dc000c2%2Fcollege-photo_1167.jpg,147.0,nan,nan,70.0,nan,nan,nan,nan,1069.0,nan,nan,nan,nan,nan,"Anna Maria College is a private institution that was founded in 1946. It has a total undergraduate enrollment of 1,069 (fall 2022), and the campus size is 192 acres.  Anna Maria College's ranking in the 2025 edition of Best Colleges is Regional Universities North, #147. "
465.0,465,383,anna university,India,Asia,L,SP,VH,Public,15.0,701+,19.4,674,9.2,801+,99.8,23,nan,nan,1.6,801+,6.0,801+,47.3,801+,17.8,763,64.5,409=,33.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,antelope valley college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CA,Lancaster,93536.0,west,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,11840.0,nan,nan,nan,nan,nan,Antelope Valley College is a public institution.    
