Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
nan,nan,nan,texas tech university health sciences center-el paso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,medical,TX,El Paso,nan,nan,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,258.0,nan,nan,nan,nan,nan,Texas Tech University Health Sciences Center-El Paso is a public institution.    
nan,nan,nan,texas tech university health sciences center-lubbock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,special-focus-research,TX,Lubbock,79430.0,nan,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,1448.0,nan,nan,nan,nan,nan,Texas Tech University Health Sciences Center-Lubbock is a public institution.    
nan,nan,nan,texas wesleyan university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Fort Worth,76105.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/5c2d611/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F77%2Fe14b0ff835fb71a8ef0d53392c2b66%2Fcollege-photo_34769.jpg,-1.0,14.0,nan,61.0,nan,nan,nan,nan,1879.0,< 2.0,910.0,nan,910-1100,14-21,"Texas Wesleyan University is a private institution that was founded in 1890. It has a total undergraduate enrollment of 1,879 (fall 2022), and the campus size is 75 acres.  Texas Wesleyan University's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. "
nan,nan,nan,texas woman's university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Denton,76204.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/ec766ad/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F55%2Fc6%2F0352a5ef44f9bab7fcd4cb98a63f%2F210625-submitted.jpg,329.0,17.0,nan,95.0,22840.0,3.2,nan,nan,10254.0,2.2,930.0,nan,930-1140,17-23,"Texas Woman's University is a public institution that was founded in 1901. It has a total undergraduate enrollment of 10,254 (fall 2023), its setting is city, and the campus size is 270 acres. It utilizes a semester-based academic calendar. Texas Woman's University's ranking in the 2025 edition of Best Colleges is National Universities, #329. Its in-state tuition and fees are $10,540; out-of-state tuition and fees are $22,840."
551.0,551,596,thammasat university,Thailand,Asia,XL,FC,HI,Public,36.7,329,38.3,365,27.2,694,3.9,801+,15.9,779,2.2,801+,6.9,801+,45.7,801+,90.6,100,60.7,494=,29.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
778.0,771-780,851-900,thapar institute of engineering & technology,India,Asia,M,FO,VH,Public,4.0,701+,9.3,701+,14.3,801+,71.2,206,17.1,763,4.7,801+,8.7,801+,33.7,801+,11.6,801+,58.5,534=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1303.0,1201-1400,1201-1400,"the ""gheorghe asachi"" technical university of iasi",Romania,Europe,L,SP,VH,Public,6.5,701+,14.5,701+,3.8,801+,10.0,801+,nan,nan,8.6,801+,6.6,801+,49.3,801+,5.3,801+,22.7,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
381.0,381,410,the american university in cairo,Egypt,Africa,M,CO,VH,Private not for Profit,40.8,292,46.9,278,39.0,521,12.2,801+,98.0,141,7.1,801+,11.7,801+,46.8,801+,88.6,118,51.6,669=,39.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the catholic university of america,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,DC,Washington,20064.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/f83649c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F5f%2F59%2F7e419cfa4a8db1e7314bdfb6aafb%2F210730-73021-heroimagepng-submitted.png,171.0,24.0,62.0,84.0,58378.0,3.5,2.0,nan,3139.0,nan,1070.0,38764.0,1070-1310,24-28,"The Catholic University of America is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,139 (fall 2023), and the campus size is 176 acres. It utilizes a semester-based academic calendar. The Catholic University of America's ranking in the 2025 edition of Best Colleges is National Universities, #171. Its tuition and fees are $58,378."
749.0,741-750,801-850,the catholic university of korea,Republic of Korea,Asia,M,FC,VH,Private not for Profit,7.9,701+,6.0,701+,97.4,61,31.0,576,4.7,801+,52.9,390,47.1,441,14.3,801+,1.9,801+,44.8,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the chicago school of professional psychology at chicago,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,health,IL,nan,nan,nan,True,private,nan,-2.0,nan,nan,7.0,nan,nan,nan,nan,34.0,nan,nan,nan,nan,nan,The Chicago School of Professional Psychology at Chicago is a private institution.    
33.0,32,36,the chinese university of hong kong,"Hong Kong SAR, China",Asia,L,FC,VH,Public,94.2,48,67.3,157,75.9,191,95.0,71,100.0,50,93.3,143,90.3,147,68.2,563,91.2,94,84.1,123,87.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1106.0,1001-1200,1201-1400,the city college of new york,United States of America,Americas,L,FC,HI,Public,11.8,701+,8.0,701+,15.0,801+,17.8,756,5.0,801+,8.6,801+,6.6,801+,46.7,801+,7.1,801+,39.0,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the college of new jersey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Ewing,8628.0,north,True,public,https://www.usnews.com/dims4/USNEWS/49c5ba7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa7%2F60c6b66fc9e72fc4c9e35bf446833a%2F190805_Aerial_Photography_Jennings0002.jpg,1.0,25.0,17.0,62.0,25752.0,nan,3.0,nan,7073.0,2.2,1140.0,40091.0,1140-1340,25-31,"The College of New Jersey is a public institution that was founded in 1855. It has a total undergraduate enrollment of 7,073 (fall 2023), its setting is suburban, and the campus size is 289 acres. It utilizes a semester-based academic calendar. The College of New Jersey's ranking in the 2025 edition of Best Colleges is Regional Universities North, #1. Its in-state tuition and fees are $19,632; out-of-state tuition and fees are $25,752."
nan,nan,nan,the college of st. scholastica,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,MN,Duluth,55811.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/afd2e81/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4c%2F45c4043912405ffa16b3de69c2b6d2%2FTower_Hall.jpg,259.0,21.0,nan,94.0,41778.0,3.5,nan,nan,1755.0,nan,nan,nan,nan,21-27,"The College of St. Scholastica is a private institution that was founded in 1912. It has a total undergraduate enrollment of 1,755 (fall 2023), its setting is city, and the campus size is 186 acres. It utilizes a semester-based academic calendar. The College of St. Scholastica's ranking in the 2025 edition of Best Colleges is National Universities, #259. Its tuition and fees are $41,778."
nan,nan,nan,the college of westchester,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-north,NY,White Plains,10606.0,north,True,proprietary,https://www.usnews.com/dims4/USNEWS/59f71b1/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa5%2Ffb%2Fe5a88a9f4f71b8f325a480f2687b%2F211022-submitted.png,44.0,nan,nan,95.0,25191.0,nan,nan,nan,891.0,nan,nan,nan,nan,nan,"The College of Westchester is a proprietary institution that was founded in 1915. It has a total undergraduate enrollment of 891 (fall 2023), and the setting is suburban. It utilizes a semester-based academic calendar. The College of Westchester's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #44. Its tuition and fees are $25,191."
nan,nan,nan,the college of wooster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,OH,Wooster,44691.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/2f4decd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F81%2F9ad358d4983e5a082cf96e5f66277c%2Fcollege-photo_16707.jpg,77.0,27.0,64.0,54.0,61640.0,3.7,nan,nan,1876.0,nan,1250.0,31018.0,1250-1450,27-32,"The College of Wooster is a private institution that was founded in 1866. It has a total undergraduate enrollment of 1,876 (fall 2023), and the campus size is 240 acres. It utilizes a semester-based academic calendar. The College of Wooster's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #77. Its tuition and fees are $61,640."
530.0,530,nan,the education university of hong kong,"Hong Kong SAR, China",Asia,M,FO,VH,nan,9.4,701+,7.8,701+,71.7,215,39.7,474,99.8,104,68.6,285,61.7,325,43.4,801+,9.4,801+,35.3,801+,30.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the evergreen state college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,WA,Olympia,98505.0,west,True,public,https://www.usnews.com/dims4/USNEWS/da3e080/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F3a%2F7f7fd8de9bfee2959aadf63a57315a%2Fcollege-photo_30729.jpg,64.0,22.0,nan,93.0,31905.0,3.2,nan,nan,2127.0,nan,890.0,nan,890-1260,22-26,"The Evergreen State College is a public institution that was founded in 1967. It has a total undergraduate enrollment of 2,127 (fall 2023), its setting is suburban, and the campus size is 1,000 acres.  The Evergreen State College's ranking in the 2025 edition of Best Colleges is Regional Universities West, #64. Its in-state tuition and fees are $9,264; out-of-state tuition and fees are $31,905."
1107.0,1001-1200,1001-1200,"the federal university of sao carlos, ufscar",Brazil,Americas,L,FC,VH,Public,15.0,701+,10.8,701+,20.3,801+,28.8,597,3.4,801+,2.5,801+,2.1,801+,47.1,801+,1.8,801+,41.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1108.0,1001-1200,1001-1200,the hashemite university,Jordan,Asia,L,FC,HI,Public,15.6,701+,23.7,566,5.5,801+,7.8,801+,9.9,801+,18.4,756,13.9,801+,45.1,801+,5.1,801+,45.4,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54.0,54,57,the hong kong polytechnic university,"Hong Kong SAR, China",Asia,L,CO,VH,Public,81.2,93,47.5,275,77.1,182,98.7,41,100.0,34,98.8,76,97.9,81,82.8,296,74.1,187,80.8,160,81.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44.0,44,47,the hong kong university of science and technology,"Hong Kong SAR, China",Asia,M,FO,VH,Public,89.4,69,69.7,149,67.5,247,100.0,12,100.0,23,99.3,59,99.0,60,49.5,801+,76.6,173,79.7,175=,84.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463.0,1401+,nan,"the islamia university of bahawalpur,pakistan",Pakistan,Asia,XL,CO,HI,Public,6.2,701+,7.0,701+,4.7,801+,9.1,801+,nan,nan,nan,nan,nan,nan,55.8,751,3.1,801+,36.2,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the king's college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,NY,New York,10004.0,nan,True,private,nan,169.0,25.0,nan,45.0,nan,nan,nan,nan,326.0,nan,1190.0,nan,1190-1340,25-31,"The King's College is a private institution that was founded in 1938.   The King's College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #169. "
nan,nan,nan,the master's university and seminary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,CA,Santa Clarita,91321.0,nan,True,private,nan,296.0,nan,nan,78.0,32870.0,nan,nan,nan,1765.0,nan,nan,nan,nan,nan,"The Master's University and Seminary is a private institution that was founded in 1927. It has a total undergraduate enrollment of 1,765 (fall 2022), and the campus size is 110 acres.  The Master's University and Seminary's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its tuition and fees are $32,870."
nan,nan,nan,the new school,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NY,New York,10011.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/b9f84d1/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbf%2F16f87d79e20b7e3ad8dc2eaa381465%2Fcollege-photo_14324.jpg,204.0,nan,26.0,63.0,58670.0,3.6,nan,nan,6907.0,nan,nan,76149.0,nan,nan,"The New School is a private institution that was founded in 1919. It has a total undergraduate enrollment of 6,907 (fall 2023), and the setting is urban. It utilizes a semester-based academic calendar. The New School's ranking in the 2025 edition of Best Colleges is National Universities, #204. Its tuition and fees are $58,670."
824.0,801-850,781-790,"the new school, new york city and paris",United States of America,Americas,M,FO,VH,Private not for Profit,20.4,603,17.9,701+,47.6,411,4.6,801+,8.2,801+,97.9,92,98.0,80,21.1,801+,24.9,641,24.1,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the ohio state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,OH,Columbus,43210.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/5a0e290/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4d%2F068670b264e2badab91987f4639cbc%2Fcollege-photo_21645.jpg,41.0,29.0,10.0,51.0,40022.0,nan,3.8,nan,45728.0,4.0,1330.0,44211.0,1330-1480,29-32,"The Ohio State University is a public institution that was founded in 1870. It has a total undergraduate enrollment of 45,728 (fall 2023), its setting is urban, and the campus size is 1,714 acres. It utilizes a semester-based academic calendar. The Ohio State University's ranking in the 2025 edition of Best Colleges is National Universities, #41. Its in-state tuition and fees are $13,244; out-of-state tuition and fees are $40,022."
nan,nan,nan,the pennsylvania state university--university park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,PA,University Park,16802.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/baac106/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F0e%2F5de474cdda2fe39ff0c60d2db0259e%2Fcollege-photo_5953.jpg,63.0,27.0,18.0,54.0,41790.0,3.7,3.8,nan,42223.0,3.8,1220.0,52057.0,1220-1400,27-32,"The Pennsylvania State University--University Park is a public institution that was founded in 1855. It has a total undergraduate enrollment of 42,223 (fall 2023), its setting is rural, and the campus size is 7,958 acres. It utilizes a semester-based academic calendar. The Pennsylvania State University--University Park's ranking in the 2025 edition of Best Colleges is National Universities, #63. Its in-state tuition and fees are $20,644; out-of-state tuition and fees are $41,790."
983.0,951-1000,901-950,the robert gordon university,United Kingdom,Europe,L,CO,HI,Public,4.0,701+,19.4,671,6.7,801+,11.4,801+,78.5,303,84.4,199,85.8,170,34.2,801+,9.4,801+,46.9,793=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1304.0,1201-1400,1001-1200,the russian presidential academy of national economy and public administration,Russian Federation,Europe,XL,FO,VH,Public,5.6,701+,14.9,701+,48.4,401,1.2,801+,2.1,801+,4.6,801+,9.3,801+,21.8,801+,53.7,312,14.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the university of akron,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,OH,Akron,44325.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/e2424b2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd7%2F491a524e8e8a0d560e024d7a02a6b5%2Fcollege-photo_6839.jpg,377.0,18.0,nan,71.0,20816.0,3.5,2.2,nan,11452.0,2.4,950.0,nan,950-1190,18-25,"The University of Akron is a public institution that was founded in 1870. It has a total undergraduate enrollment of 11,452 (fall 2023), its setting is city, and the campus size is 218 acres. It utilizes a semester-based academic calendar. The University of Akron's ranking in the 2025 edition of Best Colleges is National Universities, #377. Its in-state tuition and fees are $13,136; out-of-state tuition and fees are $20,816."
nan,nan,nan,the university of alabama,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,AL,Tuscaloosa,35487.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/12eae27/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff5%2Ff5%2Fc151160f43f69ca6ea9587abe22a%2F190830university-of-alabama0.jpg,171.0,24.0,28.0,76.0,34172.0,3.9,2.6,nan,33435.0,3.4,1170.0,36347.0,1170-1400,24-31,"The University of Alabama is a public institution that was founded in 1831. It has a total undergraduate enrollment of 33,435 (fall 2023), its setting is suburban, and the campus size is 1,143 acres. It utilizes a semester-based academic calendar. The University of Alabama's ranking in the 2025 edition of Best Colleges is National Universities, #171. Its in-state tuition and fees are $12,180; out-of-state tuition and fees are $34,172."
53.0,53,55,the university of amsterdam,Netherlands,Europe,XL,FC,VH,Public,92.5,57,72.6,135,27.5,688,87.2,113,98.8,133,95.8,117,71.3,259,95.1,82,90.3,104,64.0,422=,81.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65.0,65,65,the university of auckland,New Zealand,Oceania,XL,FC,VH,Public,91.7,63,55.2,220,17.6,801+,79.1,162,100.0,83,95.5,122,95.8,104,88.8,194,96.9,61,95.7,17,77.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
525.0,525,587,the university of georgia,United States of America,Americas,XL,FC,VH,Public,27.9,452,36.7,388,14.0,801+,33.0,552,11.1,801+,8.8,801+,6.8,801+,85.0,254,35.8,478,65.9,385=,31.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,11,17,the university of hong kong,"Hong Kong SAR, China",Asia,L,FC,VH,Public,99.3,27,82.5,97,85.3,131,96.6,60,100.0,31,100.0,38,100.0,24,82.3,305,99.8,15,84.8,112=,94.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35.0,35,34,the university of manchester,United Kingdom,Europe,XL,FC,VH,Public,98.6,31,98.8,26,58.2,310,56.8,308,95.3,176,99.5,56,99.5,45,99.4,7,91.9,90,98.2,9=,86.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.0,19,13,the university of melbourne,Australia,Oceania,XL,FC,VH,Public,99.7,21,97.4,35,20.5,801+,94.8,72,96.7,156,100.0,37,74.4,239,96.9,40,98.3,39,98.2,9=,90.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20.0,20,19,the university of new south wales,Australia,Oceania,XL,FC,VH,Public,96.3,43,93.5,59,29.9,632,96.9,58,100.0,69,99.9,41,99.9,30,97.6,25,98.7,32,97.0,12=,90.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
227.0,227,179,the university of newcastle,Australia,Oceania,L,FC,VH,Public,36.0,336,30.5,466,29.7,638,95.2,67,100.0,92,36.2,533,41.8,494,81.8,319,20.8,712,84.8,112=,53.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the university of north texas--dallas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,TX,Dallas,75241.0,west,True,public,https://www.usnews.com/dims4/USNEWS/92f067b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F01%2F55%2Fa19e80114154ad1db1dda5d643bd%2F210716-submitted.jpg,35.0,14.0,1.0,94.0,22189.0,3.3,nan,nan,3018.0,nan,820.0,30710.0,820-990,14-21,"The University of North Texas--Dallas is a public institution that was founded in 2010. It has a total undergraduate enrollment of 3,018 (fall 2023), and the campus size is 264 acres. It utilizes a semester-based academic calendar. The University of North Texas--Dallas' ranking in the 2025 edition of Best Colleges is Regional Universities West, #35. Its in-state tuition and fees are $9,590; out-of-state tuition and fees are $22,189."
1305.0,1201-1400,1001-1200,the university of northampton,United Kingdom,Europe,L,CO,MD,Public,3.4,701+,3.9,701+,6.4,801+,4.4,801+,51.5,431,93.4,140,93.9,116,16.8,801+,5.9,801+,19.0,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1306.0,1201-1400,1401+,"the university of notre dame, australia",Australia,Oceania,M,FC,HI,Private not for Profit,3.4,701+,5.9,701+,6.3,801+,10.2,801+,53.7,421,21.9,700,28.0,637,11.5,801+,1.7,801+,34.1,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97.0,97,108,the university of nottingham,United Kingdom,Europe,XL,FC,VH,Public,75.4,110,78.4,110,44.5,444,48.6,382,92.7,202,78.5,231,80.6,201,97.4,30,53.7,313,92.9,36=,69.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the university of oklahoma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,OK,Norman,73019.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/8f8878d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F6e%2F8d%2Facd3c7d947b59d0f30982fc53bec%2F7-bizzell-library-summer-ou-flag-lamppost-cropped.png,132.0,23.0,14.0,76.0,26665.0,3.6,2.6,nan,22046.0,3.4,1140.0,42166.0,1140-1330,23-29,"The University of Oklahoma is a public institution that was founded in 1890. It has a total undergraduate enrollment of 22,046 (fall 2023), and the campus size is 3,326 acres. It utilizes a semester-based academic calendar. The University of Oklahoma's ranking in the 2025 edition of Best Colleges is National Universities, #132. Its in-state tuition and fees are $9,595; out-of-state tuition and fees are $26,665."
nan,nan,nan,the university of olivet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-midwest,MI,Olivet,49076.0,midwest,True,private,nan,40.0,nan,nan,85.0,33076.0,nan,nan,nan,860.0,nan,nan,nan,nan,nan,"The University of Olivet is a private institution that was founded in 1844. It has a total undergraduate enrollment of 860 (fall 2022), and the campus size is 56 acres.  The University of Olivet's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #40. Its tuition and fees are $33,076."
91.0,91,86,the university of osaka,Japan,Asia,L,FC,VH,Public,90.5,67,90.0,73,45.6,430,65.8,242,25.2,649,21.1,709,27.2,651,72.0,500,51.4,330,79.5,180=,71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43.0,42,40,the university of queensland,Australia,Oceania,XL,FC,VH,Public,94.3,46,79.5,105,26.5,705,94.2,79,100.0,60,100.0,28,100.0,18,97.0,36,66.6,233,92.5,41,85.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92.0,92,105,the university of sheffield,United Kingdom,Europe,L,FC,VH,Public,73.0,122,61.7,186,50.3,378,68.4,226,81.6,281,98.0,89,98.1,76,96.8,42,47.9,363,94.3,27,70.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
